ticker,announcement_date
LLY,2024-08-08
LLY,2024-10-30
LLY,2025-02-19
LLY,2025-05-01
LLY,2025-08-07
LLY,2025-10-30
LLY,2026-02-12
LMT,2016-07-20
LMT,2016-10-27
LMT,2017-02-09
LMT,2017-04-26
LMT,2017-07-20
LMT,2017-10-26
LMT,2018-02-06
LMT,2018-02-16
LMT,2018-04-25
LMT,2018-07-24
LMT,2018-10-25
LMT,2019-02-08
LMT,2019-04-24
LMT,2019-07-23
LMT,2019-10-24
LMT,2020-02-07
LMT,2020-04-22
LMT,2020-07-21
LMT,2020-10-22
LMT,2021-01-28
LMT,2021-04-21
LMT,2021-07-26
LMT,2021-10-26
LMT,2022-01-25
LMT,2022-04-20
LMT,2022-07-19
LMT,2022-10-18
LMT,2023-01-26
LMT,2023-04-18
LMT,2023-07-19
LMT,2023-10-17
LMT,2024-01-23
LMT,2024-04-23
LMT,2024-07-23
LMT,2024-10-22
LMT,2025-01-28
LMT,2025-04-22
LMT,2025-07-22
LMT,2025-10-21
LMT,2026-01-29
META,2024-04-25
META,2024-08-01
META,2024-10-31
META,2025-01-30
META,2025-05-01
META,2025-07-31
META,2025-10-30
META,2026-01-29
MRK,2017-08-08
MRK,2017-11-07
MRK,2018-02-27
MRK,2018-05-08
MRK,2018-08-07
MRK,2018-11-06
MRK,2019-02-27
MRK,2019-05-08
MRK,2019-08-06
MRK,2019-11-05
MRK,2020-02-26
MRK,2020-05-06
MRK,2020-08-05
MRK,2020-11-05
MRK,2021-02-25
MRK,2021-05-05
MRK,2021-08-09
MRK,2021-11-05
MRK,2022-02-25
MRK,2022-05-05
MRK,2022-08-05
MRK,2022-11-03
MRK,2023-02-24
MRK,2023-05-05
MRK,2023-08-07
MRK,2023-11-03
MRK,2024-02-26
MRK,2024-04-11
MRK,2024-05-03
MRK,2024-08-05
MRK,2024-11-06
MRK,2025-02-25
MRK,2025-05-02
MRK,2025-08-05
MRK,2025-11-05
MRK,2026-02-24
MRNA,2021-02-26
MRNA,2021-05-06
MRNA,2021-08-05
MRNA,2021-11-04
MRNA,2022-02-25
MRNA,2022-05-04
MRNA,2022-08-03
MRNA,2022-11-03
MRNA,2023-02-24
MRNA,2023-05-04
MRNA,2023-08-03
MRNA,2023-11-03
MRNA,2024-02-23
MRNA,2024-05-02
MRNA,2024-08-01
MRNA,2024-11-07
MRNA,2025-02-21
MRNA,2025-05-01
MRNA,2025-08-01
MRNA,2025-11-06
MRNA,2026-02-20
MS,2025-05-05
MS,2025-08-04
MS,2025-11-03
MS,2026-02-19
MSFT,2020-01-29
MSFT,2020-04-29
MSFT,2020-07-30
MSFT,2020-10-27
MSFT,2021-01-26
MSFT,2021-04-27
MSFT,2021-07-29
MSFT,2021-10-26
MSFT,2022-01-25
MSFT,2022-04-26
MSFT,2022-07-28
MSFT,2022-10-25
MSFT,2023-01-24
MSFT,2023-04-25
MSFT,2023-07-27
MSFT,2023-10-24
MSFT,2024-01-30
MSFT,2024-04-25
MSFT,2024-07-30
MSFT,2024-10-30
MSFT,2025-01-29
MSFT,2025-04-30
MSFT,2025-07-30
MSFT,2025-10-29
MSFT,2026-01-28
PFE,2020-11-05
PFE,2021-02-25
PFE,2021-05-13
PFE,2021-08-12
PFE,2021-11-12
PFE,2022-02-24
PFE,2022-05-11
PFE,2022-08-10
PFE,2022-11-09
PFE,2023-02-23
PFE,2023-05-10
PFE,2023-08-09
PFE,2023-11-08
PFE,2024-02-22
PFE,2024-05-08
PFE,2024-08-05
PFE,2024-11-04
PFE,2025-02-27
PFE,2025-05-05
PFE,2025-08-05
PFE,2025-11-04
PFE,2026-02-26
REGN,2017-02-09
REGN,2017-05-04
REGN,2017-08-03
REGN,2017-11-08
REGN,2018-02-08
REGN,2018-05-03
REGN,2018-08-02
REGN,2018-11-06
REGN,2019-02-07
REGN,2019-05-07
REGN,2019-08-06
REGN,2019-11-05
REGN,2020-02-07
REGN,2020-05-05
REGN,2020-08-05
REGN,2020-11-05
REGN,2021-02-08
REGN,2021-05-06
REGN,2021-08-05
REGN,2021-11-04
REGN,2022-02-07
REGN,2022-05-04
REGN,2022-08-03
REGN,2022-11-03
REGN,2023-02-06
REGN,2023-05-04
REGN,2023-08-03
REGN,2023-11-02
REGN,2024-02-05
REGN,2024-05-02
REGN,2024-08-01
REGN,2024-10-31
REGN,2025-02-05
REGN,2025-04-29
REGN,2025-08-01
REGN,2025-10-28
REGN,2026-02-04
WFC,2024-05-02
WFC,2024-08-01
WFC,2024-10-31
WFC,2025-02-25
WFC,2025-04-29
WFC,2025-08-05
WFC,2025-10-31
WFC,2026-02-24
WMT,2023-03-17
WMT,2023-06-02
WMT,2023-09-01
WMT,2023-11-30
WMT,2024-03-15
WMT,2024-06-07
WMT,2024-08-30
WMT,2024-12-06
WMT,2025-03-14
WMT,2025-06-06
WMT,2025-08-29
WMT,2025-12-03
WMT,2026-03-13
XOM,2019-11-06
XOM,2020-02-26
XOM,2020-05-06
XOM,2020-08-05
XOM,2020-11-04
XOM,2021-02-24
XOM,2021-05-05
XOM,2021-08-04
XOM,2021-11-03
XOM,2022-02-23
XOM,2022-05-04
XOM,2022-08-03
XOM,2022-11-02
XOM,2023-02-22
XOM,2023-05-02
XOM,2023-08-01
XOM,2023-10-31
XOM,2024-02-28
XOM,2024-04-29
XOM,2024-08-05
XOM,2024-11-04
XOM,2025-02-19
XOM,2025-05-05
XOM,2025-08-04
XOM,2025-11-03
XOM,2026-02-18
